Region,Month,Year,Fixed Assets Rate,Women Occupation Rate,Men Occupation Rate,Operating Sale Revenue Rate,Participation Rate,Travel Attraction Rate,Travel Generation Rate,Housing Price per meter,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),precipitation_sum (mm),snowfall_sum (cm),wind_speed_10m_max (km/h)
7,October,2021,3.84,18.71,94.49,8599,0.079,0.882,0.063,19386000,23.36774194,12.41612903,18.23225806,0.306451613,0.0001,13.08709677
7,November,2021,3.71,14.69,96.67,8656,0.088,0.946,0.067,20226100,14.52,5.56,9.86,1.266666667,0.0001,12.32
7,December,2021,3.99,14.16,89.44,9488,0.071,0.873,0.062,21693550,11.65806452,2.035483871,6.470967742,2.15483871,0.200967742,13.07741935
7,January,2022,3.87,16.96,98.18,24070,0.078,0.706,0.05,21381650,9.422580645,-0.467741935,4.051612903,1.448387097,0.270967742,16.40967742
7,February,2022,3.84,12.37,92.37,21515,0.091,0.775,0.055,21538450,12.96428571,2.260714286,7.292857143,1.171428571,0.0525,16.48214286
7,March,2022,3.84,12.33,73.32,21927,0.081,0.875,0.062,23021200,16.71935484,5.438709677,11.04193548,1.625806452,0.0001,19.76129032
7,April,2022,3.88,12.36,84.21,20331,0.113,0.747,0.053,22226050,26.85666667,13.5,20.3,0.64,0.0001,21.46666667
7,May,2022,3.86,14.92,79.12,19512,0.077,0.768,0.055,23775200,27.96774194,15.19677419,22.19354839,0.583870968,0.0001,22.12258065
7,June,2022,3.71,16.45,78.58,22113,0.098,0.744,0.053,26061250,36.61,23.27333333,30.96333333,0.0001,0.0001,19.44333333
7,July,2022,3.94,10.78,76.84,20273,0.105,0.809,0.058,27441250,37.46451613,24.92580645,31.80322581,0.077419355,0.0001,15.75483871
7,August,2022,4,15.89,87.88,22320,0.091,0.725,0.052,29177100,35.25806452,23.29677419,30.20645161,0.0001,0.0001,13.75806452
7,September,2022,4.02,14.83,82.98,21645,0.08,0.852,0.061,28922250,33.85333333,20.70666667,27.94333333,0.0001,0.0001,14.85333333
7,October,2022,3.92,11.45,83.28,22579,0.094,0.851,0.061,29446400,26.92258065,15.22580645,21.40967742,0.016129032,0.0001,15.55806452
7,November,2022,4.03,15.14,87.74,23251,0.089,0.862,0.061,30622500,17.27,6.583333333,11.96,0.353333333,0.0001,13.91333333
7,December,2022,3.88,15.21,96.34,23672,0.091,0.852,0.061,31471350,9.806451613,1.193548387,5.077419355,1.287096774,0.018064516,13.20967742
8,January,2016,1.87,21.14,79.89,1079,0.112,0.626,0.076,1677977,5.238709677,-4.735483871,0.006451613,1.916129032,0.779032258,8.906451613
8,February,2016,1.91,15.07,80.76,1016,0.125,0.68,0.082,1732535,9.134482759,-2.051724138,3.265517241,0.744827586,0.282413793,9.444827586
8,March,2016,1.92,14.41,70.54,888,0.126,0.78,0.094,1815876,13.91935484,2.783870968,8.561290323,2.438709677,0.223548387,9.306451613
8,April,2016,2.01,16.27,80.45,819,0.159,0.625,0.076,1825873,18.48,7.096666667,13.19333333,1.263333333,0.072333333,9.876666667
8,May,2016,1.91,14.42,93.81,971,0.122,0.658,0.08,1961778,27.16774194,14.50322581,21.4516129,0.361290323,0.0001,13.7516129
8,June,2016,1.79,13.52,83.67,1015,0.174,0.632,0.077,2104843,31.43333333,18.91,25.95666667,0.063333333,0.0001,14.16666667
8,July,2016,1.93,21.96,77.99,960,0.149,0.704,0.085,2220222,34.30322581,24.13870968,29.61612903,0.074193548,0.0001,13.70967742
8,August,2016,1.79,18.97,96.92,1061,0.161,0.629,0.076,2300903,32.60645161,21.1516129,27.52903226,0.003225806,0.0001,11.23548387
8,September,2016,1.81,14.72,84.23,938,0.152,0.726,0.088,2380846,29.25,18.82333333,24.32,0.103333333,0.0001,11.99333333
8,October,2016,1.91,17.58,84.77,1029,0.139,0.716,0.087,2459006,21.29677419,11.90967742,16.72903226,0.074193548,0.002258065,10.42580645
8,November,2016,1.78,15.06,87.14,1052,0.141,0.757,0.092,2543240,11.80333333,2.853333333,7.246666667,0.583333333,0.102666667,7.643333333
8,December,2016,1.81,20.26,76.45,1053,0.113,0.728,0.088,2619679,6.961290323,-3.061290323,1.941935484,3.038709677,0.873870968,8.519354839
8,January,2017,1.72,15.79,96.63,1304,0.12,0.616,0.074,2675067,7,-1.970967742,2.116129032,1.161290323,0.16483871,13.08709677
8,February,2017,1.7,16,91.84,1318,0.107,0.688,0.083,2762044,6.610714286,-2.35,1.635714286,1.596428571,0.565,12.99642857
8,March,2017,1.81,11.62,76.67,1258,0.141,0.768,0.093,2894909,13.23225806,3.2,8.077419355,2.296774194,0.002258065,15.51935484
8,April,2017,1.84,17.13,77.48,1101,0.169,0.683,0.083,2910846,20.5,9.2,15.01,1.633333333,0.0001,16.16
8,May,2017,1.8,15.92,72.64,1137,0.163,0.687,0.083,3127509,28.53870968,14.82258065,22.29677419,0.761290323,0.0001,19.39032258
8,June,2017,1.82,15.59,78.29,1370,0.164,0.633,0.077,3355586,33.49666667,20.35666667,27.62,0.006666667,0.0001,17.63666667
8,July,2017,1.86,15.77,75.18,1240,0.121,0.701,0.085,3539526,35.02580645,23.13225806,29.53225806,0.151612903,0.0001,15.03225806
8,August,2017,1.74,17.49,91.47,1350,0.141,0.625,0.076,3668149,33.72258065,22.15806452,28.4516129,0.0001,0.0001,14.43870968
8,September,2017,1.72,13.63,92.35,1351,0.15,0.75,0.091,3795596,30.36333333,19.36,25.13666667,0.0001,0.0001,14.01333333
8,October,2017,1.84,16.04,93.08,1190,0.154,0.71,0.086,3920200,22.83548387,11.83225806,17.35483871,0.35483871,0.0001,15.96451613
8,November,2017,1.77,21.29,75.66,1196,0.157,0.749,0.091,4008750,16.11,6.21,11.20666667,0.203333333,0.0001,13.98666667
8,December,2017,1.76,18.2,84.17,1352,0.097,0.739,0.089,4175850,11.04516129,1.590322581,6.083870968,0.209677419,0.029354839,11.38064516
8,January,2018,1.67,17.3,90.53,1366,0.141,0.612,0.074,4223950,8.048387097,-1.464516129,3.048387097,1.122580645,0.587096774,13.47096774
8,February,2018,1.67,15,73.89,1594,0.118,0.68,0.082,4396200,9.375,0.521428571,4.7,1.778571429,0.0025,13.54285714
8,March,2018,1.78,11.01,85.29,1266,0.141,0.774,0.093,4606200,20.09677419,7.122580645,13.59677419,0.34516129,0.0001,20.23225806
8,April,2018,1.74,15.34,83.53,1315,0.166,0.664,0.08,4400250,18.76,9.113333333,13.95666667,2.246666667,0.0001,15.08666667
8,May,2018,1.72,13.02,86.52,1488,0.181,0.682,0.082,4969200,24.05483871,12.85483871,18.57741935,1.577419355,0.0001,15.75806452
8,June,2018,1.72,17.66,83.91,1516,0.133,0.649,0.078,5333100,32.7,20.11,26.94666667,0.306666667,0.0001,16.48333333
8,July,2018,1.78,15,73.43,1389,0.146,0.679,0.082,5761350,37.58064516,25.18387097,32.07419355,0.0001,0.0001,16.39677419
8,August,2018,1.78,15.13,95.04,1306,0.135,0.619,0.075,6013500,35.37096774,23.56129032,30.05483871,0.0001,0.0001,14.37741935
8,September,2018,1.7,17.14,79.72,1453,0.151,0.761,0.092,6726500,30.55,18.94333333,25.21666667,0.073333333,0.0001,14.14
8,October,2018,1.76,19.14,91.5,1436,0.146,0.712,0.086,7187600,21.59677419,12.03225806,16.89032258,1.1,0.0001,13.97419355
8,November,2018,1.67,14.04,90.67,1457,0.172,0.787,0.095,7822550,12.24666667,5.256666667,8.716666667,2.323333333,0.0001,10.77333333
8,December,2018,1.63,16.33,79.84,1526,0.158,0.765,0.092,7924000,10.13548387,1.258064516,5.238709677,1.283870968,0.006774194,12.84516129
8,January,2019,1.78,14.7,75.72,1806,0.051,0.664,0.079,7951350,7.135483871,-1.803225806,2.229032258,2.267741935,0.363548387,13.79677419
8,February,2019,1.67,11,94.26,1830,0.051,0.711,0.085,8459850,8.489285714,-1.014285714,3.346428571,1.364285714,0.15,13.95
8,March,2019,1.84,13.65,80.05,1548,0.055,0.82,0.098,9298250,12.11290323,1.748387097,6.664516129,2.922580645,0.060967742,14.82580645
8,April,2019,1.78,12.56,84.36,1629,0.057,0.683,0.081,10061850,16.97333333,6.063333333,11.47,2.683333333,0.009333333,16.43
8,May,2019,1.83,17.37,84.07,1745,0.05,0.7,0.083,10962600,27.5,13.91290323,21.07419355,0.329032258,0.0001,17.13870968
8,June,2019,1.73,16.84,88.75,1635,0.066,0.675,0.08,11115400,33.8,21.25,28.32333333,0.03,0.0001,14.83666667
8,July,2019,1.68,13.03,95.98,1961,0.07,0.714,0.085,11492800,37.0483871,25.2516129,31.74193548,0.0001,0.0001,16.72580645
8,August,2019,1.78,14.52,94.7,1862,0.074,0.664,0.079,11060700,34.62580645,23.08709677,29.46129032,0.0001,0.0001,13.91612903
8,September,2019,1.75,18.08,70.35,1843,0.062,0.79,0.094,10197300,30.70333333,18.90666667,25.29333333,0.0001,0.0001,15.09666667
8,October,2019,1.72,15.22,73.7,1672,0.052,0.72,0.086,10596550,22.48064516,13.14516129,17.76451613,1.606451613,0.0001,13.13870968
8,November,2019,1.8,17.9,84.96,1618,0.063,0.819,0.098,11021200,10.92333333,3.21,6.89,1.09,0.392,10.68666667
8,December,2019,1.76,13.08,95.16,1934,0.055,0.766,0.091,11268300,9.329032258,1.212903226,4.932258065,1.019354839,0.015806452,11.3483871
8,January,2020,1.59,15.56,97.02,2406,0.047,0.461,0.062,11717400,5.158064516,-2.883870968,0.622580645,0.938709677,0.526129032,12.55806452
8,February,2020,1.49,13.49,83.04,2801,0.056,0.481,0.065,12188000,9.165517241,-0.496551724,4.168965517,3.534482759,0.17862069,15.40344828
8,March,2020,1.59,11.07,79.86,2363,0.046,0.553,0.075,12327675,14.55483871,4.348387097,9.251612903,1.441935484,0.002258065,14.90645161
8,April,2020,1.6,10.3,88.95,2304,0.06,0.473,0.064,12467350,16.74666667,7.343333333,11.95333333,3.663333333,0.018666667,15.14
8,May,2020,1.63,13.25,86.83,2278,0.055,0.483,0.065,14028950,27.04193548,14.28709677,21.09032258,0.677419355,0.0001,18.29032258
8,June,2020,1.61,17.96,95.74,2356,0.064,0.466,0.063,15525250,33.34666667,20.40333333,27.67,0.0001,0.0001,18.18
8,July,2020,1.48,14.87,77.73,2302,0.06,0.499,0.068,17069300,34.46451613,23.14193548,29.48064516,0.048387097,0.0001,14.47741935
8,August,2020,1.49,16.46,83.67,2410,0.072,0.468,0.063,18131600,32.95806452,21.97741935,27.88064516,0.0001,0.0001,14.81290323
8,September,2020,1.59,14.52,88.29,2678,0.062,0.509,0.069,19160900,28.84333333,17.87333333,23.77333333,0.09,0.0001,12.68666667
8,October,2020,1.55,15.08,89.99,2565,0.058,0.496,0.067,21387300,21.32580645,10.23225806,15.92258065,0.658064516,0.0001,12.38709677
8,November,2020,1.52,12.3,83.32,2239,0.076,0.523,0.071,21624250,13.04333333,6.193333333,9.523333333,2.756666667,0.0001,10.40666667
8,December,2020,1.56,15.23,75.39,2818,0.063,0.504,0.068,21661750,6.367741935,-0.593548387,2.683870968,1.170967742,0.135483871,9.748387097
8,January,2021,1.39,12.41,93.33,3837,0.077,0.428,0.057,22725200,7.229032258,-1.009677419,2.961290323,0.512903226,0.088064516,10.70967742
8,February,2021,1.45,15.81,84.01,3422,0.065,0.454,0.061,23188000,11.35357143,1.021428571,5.917857143,1.371428571,0.0125,13.81071429
8,March,2021,1.47,10.37,92.38,3071,0.078,0.504,0.067,24012350,15.21935484,3.874193548,9.525806452,1.435483871,0.259677419,17.33548387
8,April,2021,1.45,13.27,72.92,3503,0.088,0.449,0.06,24380050,25.08,11.7,18.73,0.07,0.0001,17.47
8,May,2021,1.51,13.13,73.25,3372,0.088,0.45,0.06,24753950,28.22903226,15.92258065,22.46129032,0.593548387,0.0001,17.49354839
8,June,2021,1.46,14.04,88.99,3626,0.075,0.446,0.06,23916200,35.27666667,21.62333333,29.42,0.0001,0.0001,16.46333333
8,July,2021,1.39,17.62,94.97,3301,0.065,0.46,0.062,24882700,36.01935484,24.60967742,30.90967742,0.003225806,0.0001,14.91290323
8,August,2021,1.41,14.16,80.1,3187,0.092,0.427,0.057,25486450,33.98387097,22.46129032,28.91290323,0.0001,0.0001,14.61290323
8,September,2021,1.36,13.69,87.3,3415,0.08,0.506,0.068,26391550,31.86,19.71333333,26.15,0.0001,0.0001,14.48
8,October,2021,1.38,11.64,87.3,3824,0.1,0.447,0.06,25343050,21.46774194,11.17741935,16.48387097,0.551612903,0.0001,12.86774194
8,November,2021,1.48,14.84,80.94,3451,0.088,0.5,0.067,25976550,12.53333333,3.893333333,8.106666667,1.353333333,0.0001,11.25
8,December,2021,1.4,11.71,101.8,3656,0.066,0.461,0.062,26692850,9.512903226,0.196774194,4.541935484,1.961290323,0.246129032,12.47741935
8,January,2022,1.31,10.74,89.74,8085,0.069,0.393,0.053,27183800,6.687096774,-2.390322581,1.725806452,1.419354839,0.53516129,14.18709677
8,February,2022,1.31,16.58,78.26,7623,0.06,0.427,0.058,27413600,10.24642857,0.057142857,4.778571429,1.707142857,0.0675,14.24642857
8,March,2022,1.49,8.55,90.5,8326,0.082,0.458,0.062,28744250,14.35483871,3.293548387,8.677419355,1.796774194,0.0001,17.99354839
8,April,2022,1.36,12.16,89.38,7896,0.097,0.411,0.056,29097850,24.72,10.78333333,17.81,0.793333333,0.0001,19.71666667
8,May,2022,1.43,14.12,71.47,8170,0.083,0.412,0.056,30141100,25.86451613,13.15806452,20.09032258,0.483870968,0.0001,20.16774194
8,June,2022,1.44,14.89,90.81,8434,0.096,0.389,0.053,32354350,34.71666667,20.87333333,28.81666667,0.003333333,0.0001,19.30666667
8,July,2022,1.35,14.28,94.75,7496,0.098,0.439,0.06,34498250,35.65483871,23.35483871,30.1483871,0.093548387,0.0001,15.93870968
8,August,2022,1.37,12.94,94.66,7953,0.095,0.384,0.052,35520650,33.40967742,21.30967742,28.22580645,0.0001,0.0001,13.99354839
8,September,2022,1.43,12.7,79.7,8799,0.081,0.454,0.062,35889900,31.98666667,18.56666667,25.94333333,0.0001,0.0001,14.52
8,October,2022,1.44,15.18,94.05,8750,0.076,0.447,0.061,37516750,25.0516129,13.48387097,19.59032258,0.083870968,0.0001,14.99032258
8,November,2022,1.37,16.43,77.86,7914,0.071,0.467,0.064,38947850,15.4,4.796666667,10.22333333,0.433333333,0.0001,12.87666667
8,December,2022,1.36,10.64,74.67,8883,0.072,0.46,0.063,40339650,7.75483871,-0.803225806,3.151612903,1.396774194,0.243870968,12.33548387
9,January,2016,2.08,11.73,98.81,1157,0.107,0.616,0.04,1153850,8.593548387,-2.109677419,2.622580645,1.570967742,0.004516129,9.75483871
9,February,2016,2.1,11.85,99.46,1169,0.141,0.646,0.042,1191366,12.11034483,-0.086206897,5.631034483,0.375862069,0.004827586,10.90689655
9,March,2016,2.09,11.69,71.4,1145,0.183,0.743,0.048,1248675,16.53870968,4.051612903,10.40967742,1.135483871,0.0001,14.06129032
9,April,2016,2.03,13.09,76.42,1016,0.13,0.632,0.041,1255549,21.01,8.063333333,15.03,0.786666667,0.0001,14.14333333
9,May,2016,2.08,14.67,85.28,1207,0.139,0.636,0.041,1349004,29.48709677,15.08064516,23.09354839,0.422580645,0.0001,16.5
9,June,2016,2.12,16.31,91.86,1112,0.179,0.645,0.042,1447382,33.45666667,19.11333333,27.33333333,0.006666667,0.0001,16.99333333
9,July,2016,2.11,11.45,100.38,1254,0.164,0.663,0.043,1526721,36.11612903,23.97741935,30.86451613,0.0001,0.0001,14.70645161
9,August,2016,2.08,12.79,92.34,1117,0.154,0.632,0.041,1582201,34.26129032,21.06451613,28.56451613,0.0001,0.0001,11.70645161
9,September,2016,2.01,12.73,84.52,1225,0.125,0.705,0.046,1637173,31.14333333,18.18,25.18,0.003333333,0.0001,11.63666667
9,October,2016,2.07,9.95,89.01,1117,0.175,0.7,0.045,1690919,23.15483871,11.21935484,17.47419355,0.064516129,0.0001,9.322580645
9,November,2016,2.04,15.76,78.07,1175,0.149,0.72,0.047,1748843,13.28333333,3.623333333,8.38,1.403333333,0.305666667,9.08
9,December,2016,2.02,12.17,78.25,1286,0.148,0.694,0.045,1801405,9.280645161,-1.096774194,3.738709677,1.916129032,0.063225806,9.364516129
9,January,2017,2.08,10.94,83.18,1503,0.148,0.611,0.04,1839492,8.964516129,-0.793548387,3.6,1.212903226,0.036129032,11.50645161
9,February,2017,1.92,14.55,97,1431,0.108,0.669,0.043,1899302,9.367857143,-1.585714286,3.307142857,1.953571429,0.3725,11.74285714
9,March,2017,2.19,9.28,73.18,1290,0.127,0.732,0.047,1990665,15.27419355,4.416129032,9.774193548,2.296774194,0.0001,16.17419355
9,April,2017,2.15,7.37,88.79,1223,0.148,0.649,0.042,2001624,22.58,10.38333333,16.63333333,1.52,0.0001,16.53
9,May,2017,2.09,11.12,83.04,1290,0.132,0.669,0.043,2150611,30.75806452,16.55806452,24.22903226,0.85483871,0.0001,19.2516129
9,June,2017,2.08,11.27,103.57,1408,0.179,0.646,0.042,2307447,35.58,21.63666667,29.23333333,0.0001,0.0001,17.34333333
9,July,2017,1.96,11.7,85.66,1297,0.121,0.667,0.043,2433932,37.11290323,24.24516129,31.26129032,0.2,0.0001,15.28064516
9,August,2017,2.07,14.41,85.93,1456,0.147,0.65,0.042,2522378,35.59677419,23.34516129,30.0483871,0.0001,0.0001,13.71290323
9,September,2017,2.05,12.48,83.4,1277,0.151,0.687,0.044,2610017,32.28666667,20.33666667,26.64666667,0.006666667,0.0001,12.74333333
9,October,2017,2.04,11.17,84.45,1342,0.134,0.664,0.043,2695700,24.80322581,13.06774194,18.82903226,0.303225806,0.0001,14.94516129
9,November,2017,2.01,11.03,88.81,1437,0.15,0.7,0.045,2758150,17.91,7.816666667,12.78,0.12,0.0001,12.71333333
9,December,2017,1.95,14.29,103.4,1450,0.127,0.683,0.044,2798550,13.00967742,2.529032258,7.290322581,0.15483871,0.02483871,10.9
9,January,2018,1.89,8.87,82.98,1288,0.1,0.595,0.038,2802050,9.94516129,-0.612903226,4.261290323,1.341935484,0.598387097,11.00645161
9,February,2018,1.89,12.1,86.51,1325,0.116,0.688,0.044,2943700,11.69642857,1.653571429,6.228571429,1.735714286,0.0001,13.08928571
9,March,2018,2.12,7.35,89.64,1159,0.142,0.733,0.047,3041850,21.97096774,8.8,15.36129032,0.383870968,0.0001,20.62258065
9,April,2018,1.98,6.76,93.2,1046,0.157,0.645,0.042,3110100,20.98,9.78,15.49,2.166666667,0.0001,15.80333333
9,May,2018,2.14,13.64,76.33,1200,0.152,0.64,0.041,3073950,26.29677419,14.03548387,20.20967742,1.716129032,0.0001,16.62903226
9,June,2018,2.06,11.57,83.18,1136,0.164,0.605,0.039,3215500,34.81666667,21.44333333,28.78333333,0.316666667,0.0001,16.31
9,July,2018,2.03,8.78,84.09,1131,0.149,0.681,0.044,3456200,39.7,26.05806452,33.72580645,0.0001,0.0001,17.96129032
9,August,2018,2.1,11.63,97.3,1257,0.116,0.605,0.039,3758800,37.50322581,24.77419355,31.68064516,0.0001,0.0001,15.43225806
9,September,2018,1.93,13.66,97.04,1273,0.119,0.713,0.046,4155400,32.47666667,20.15333333,26.76,0.0001,0.0001,13.96333333
9,October,2018,2.04,12.59,85.05,1095,0.115,0.702,0.045,4404000,23.78709677,13.4,18.69677419,0.712903226,0.0001,14
9,November,2018,2.02,9.32,98.59,1273,0.142,0.724,0.047,4848000,14.06333333,6.43,9.983333333,2.363333333,0.0001,10.19333333
9,December,2018,2.06,10,99.86,1299,0.105,0.714,0.046,4945750,11.83870968,2.687096774,6.658064516,1.132258065,0.0001,11.00322581
9,January,2019,2.19,7.77,103.91,1813,0.049,0.632,0.04,5012200,9.435483871,-0.838709677,3.729032258,2.258064516,0.239354839,12.91935484
9,February,2019,2.07,9.38,91.72,1921,0.039,0.663,0.042,5239350,10.55714286,0.028571429,4.796428571,1.271428571,0.0625,13.64642857
9,March,2019,2.26,8.55,81,1783,0.065,0.764,0.049,5464500,14.38709677,3.2,8.54516129,2.674193548,0.002258065,16.52903226
9,April,2019,2.31,9.59,83.04,1668,0.064,0.645,0.041,5787200,19.24333333,7.37,13.28333333,2.13,0.0001,16.37333333
9,May,2019,2.15,10.02,99.31,1746,0.07,0.65,0.041,6758350,29.95806452,15.9,23.33870968,0.203225806,0.0001,18.97741935
9,June,2019,2.19,8.43,83.37,1823,0.048,0.643,0.041,6649800,36.05666667,22.61,30.14666667,0.003333333,0.0001,15.44
9,July,2019,2.17,9.42,90.96,1818,0.07,0.668,0.043,6802750,39.23225806,25.88064516,33.17741935,0.0001,0.0001,17.20645161
9,August,2019,2.06,9.88,92.15,2079,0.064,0.635,0.04,6781250,36.57096774,23.67419355,30.77419355,0.0001,0.0001,13.54193548
9,September,2019,2.14,11.4,100.43,1869,0.057,0.732,0.047,7112050,32.72333333,19.77666667,26.69,0.0001,0.0001,13.94666667
9,October,2019,2.08,10.71,75.39,1945,0.062,0.668,0.043,7200500,24.4516129,14.10967742,19.2,2.041935484,0.0001,12.60322581
9,November,2019,2.27,10,80.72,2029,0.072,0.75,0.048,6835300,12.86,4.463333333,8.333333333,1.213333333,0.196,9.636666667
9,December,2019,2.03,8.97,103.85,1970,0.058,0.714,0.045,7269150,10.91290323,2.216129032,6.077419355,0.996774194,0.0001,10.1516129
9,January,2020,2.33,8.25,109.52,5162,0.056,0.337,0.028,7694600,7.54516129,-1.961290323,2.216129032,1.248387097,0.413225806,11.29354839
9,February,2020,2.27,9.93,86.88,4445,0.052,0.382,0.032,8076850,11.28275862,0.544827586,5.675862069,3.179310345,0.132758621,17.13448276
9,March,2020,2.23,8.13,77.38,4004,0.055,0.426,0.036,8413875,16.67096774,5.648387097,10.91935484,1.380645161,0.0001,14.93548387
9,April,2020,2.42,7.98,98.41,4284,0.053,0.367,0.031,8750900,18.72333333,8.32,13.47,2.97,0.007,15.63666667
9,May,2020,2.4,8.98,78.91,4143,0.065,0.382,0.032,9229950,29.25483871,16.1516129,23.19677419,0.519354839,0.0001,19.23225806
9,June,2020,2.31,8.04,84.7,4955,0.068,0.377,0.031,9837250,35.45666667,21.48666667,29.25666667,0.0001,0.0001,18.09
9,July,2020,2.34,9.41,92.53,4153,0.065,0.382,0.032,10809600,36.57096774,24.41935484,31.19354839,0.048387097,0.0001,14.88064516
9,August,2020,2.25,7.27,85.72,4130,0.065,0.351,0.029,12046400,35.02903226,22.38064516,29.03548387,0.0001,0.0001,15.55806452
9,September,2020,2.3,10.36,87.04,4809,0.067,0.429,0.036,12155350,30.82333333,19.35,25.4,0.02,0.0001,11.66333333
9,October,2020,2.25,7.28,88.58,4156,0.064,0.405,0.034,13689400,23.21290323,11.60645161,17.51612903,0.632258065,0.0001,10.24516129
9,November,2020,2.19,10.47,103.15,4451,0.051,0.419,0.035,13736650,14.82333333,7.136666667,10.71666667,2.473333333,0.0001,10.11333333
9,December,2020,2.29,7.11,103.97,4840,0.061,0.414,0.035,12716850,7.867741935,0.335483871,3.670967742,1.529032258,0.076774194,8.390322581
9,January,2021,2.34,7.39,107.98,5270,0.055,0.345,0.029,13163850,9,-0.732258065,3.5,0.583870968,0.02483871,10.22903226
9,February,2021,2.38,7.59,107.15,4523,0.073,0.376,0.031,13252850,13.275,2.360714286,7.292857143,1.171428571,0.0125,12.1
9,March,2021,2.35,6.16,84.31,4544,0.085,0.437,0.037,15759150,17.40645161,5.383870968,11.53548387,1.283870968,0.21,18.04193548
9,April,2021,2.42,6.63,79.26,4925,0.081,0.356,0.03,14146450,27.32666667,13.72,20.99333333,0.046666667,0.0001,18.70333333
9,May,2021,2.39,8,87.79,5015,0.073,0.367,0.031,15127300,30.54516129,17.48387097,24.4483871,0.667741935,0.0001,18.86774194
9,June,2021,2.29,9.57,97.92,4898,0.075,0.351,0.029,15853650,37.40333333,23.1,31.10666667,0.0001,0.0001,16.57666667
9,July,2021,2.28,7.72,92.52,5226,0.098,0.373,0.031,15844400,38.14193548,25.17096774,32.40322581,0.0001,0.0001,14.29677419
9,August,2021,2.23,9.18,86.62,5239,0.099,0.346,0.029,17088050,35.97741935,23.86774194,30.62903226,0.0001,0.0001,14.37741935
9,September,2021,2.39,9.42,89.22,5199,0.076,0.408,0.034,16133850,33.88666667,20.57333333,27.68333333,0.0001,0.0001,14.6
9,October,2021,2.35,6.09,100.29,4581,0.083,0.386,0.032,16246800,23.52903226,11.93548387,17.90967742,0.312903226,0.0001,12.5
9,November,2021,2.43,6.59,82.92,4836,0.104,0.425,0.036,16801700,14.53333333,4.863333333,9.423333333,1.376666667,0.0001,10.09666667
9,December,2021,2.23,8.99,90.66,5203,0.067,0.378,0.032,17346850,11.4516129,1.158064516,5.680645161,1.567741935,0.063225806,10.7
9,January,2022,2.29,7.47,100.32,11057,0.083,0.332,0.028,17732000,9.406451613,-0.938709677,3.635483871,1.151612903,0.246129032,14.44193548
9,February,2022,2.38,7.59,98.07,10826,0.077,0.371,0.031,17544150,13.00357143,1.460714286,6.707142857,1.542857143,0.145,14.325
9,March,2022,2.48,6.51,74.59,8765,0.085,0.404,0.034,18409250,17.01612903,4.890322581,10.94193548,1.164516129,0.0001,20.09032258
9,April,2022,2.43,5.21,85.38,8673,0.104,0.346,0.029,18252550,26.77333333,12.66333333,19.96333333,0.623333333,0.0001,20.12
9,May,2022,2.48,7.9,95.85,8707,0.108,0.354,0.03,19553700,27.95806452,14.58387097,21.78709677,0.661290323,0.0001,20.73548387
9,June,2022,2.38,8.93,94.94,10159,0.096,0.338,0.028,21619900,36.74333333,22.51,30.67,0.0001,0.0001,19.23333333
9,July,2022,2.35,7.87,99.99,10787,0.084,0.374,0.031,22623350,37.6483871,23.9516129,31.44516129,0.074193548,0.0001,16.27096774
9,August,2022,2.5,7.08,103.58,10479,0.072,0.337,0.028,23651200,35.30645161,22.65483871,29.79677419,0.0001,0.0001,13.10322581
9,September,2022,2.32,9.13,80.75,9441,0.092,0.382,0.032,23890700,33.87333333,19.79333333,27.46,0.0001,0.0001,13.12
9,October,2022,2.31,7.71,86.13,10241,0.09,0.389,0.033,24331100,26.96129032,14.62580645,20.97096774,0.103225806,0.0001,13.32258065
9,November,2022,2.32,8.72,78.58,9540,0.107,0.395,0.033,26276300,17.31666667,6.09,11.58666667,0.596666667,0.0001,11.73333333
9,December,2022,2.32,10.05,98.38,10484,0.074,0.382,0.032,27327550,9.764516129,0.196774194,4.538709677,1.180645161,0.04516129,9.764516129
10,January,2016,4.06,10.48,84.82,780,0.154,2.162,0.107,1189355,7.987096774,-3.077419355,1.835483871,1.951612903,0.53516129,8.680645161
10,February,2016,3.96,12.83,86.35,736,0.187,2.475,0.122,1228026,11.55862069,-0.979310345,4.882758621,0.696551724,0.132758621,9.24137931
10,March,2016,4.2,6.82,76.7,665,0.169,2.67,0.132,1287099,15.93548387,3.222580645,9.648387097,2.261290323,0.049677419,10.67096774
10,April,2016,4.12,9.33,77.45,730,0.194,2.282,0.112,1294184,20.16,6.936666667,14.00333333,1.093333333,0.053666667,10.72
10,May,2016,3.98,12.72,87.84,735,0.197,2.296,0.113,1390514,28.78387097,14.34193548,22.29032258,0.306451613,0.0001,13.86129032
10,June,2016,3.8,9.93,99.22,668,0.187,2.2,0.108,1491919,33.07666667,18.55333333,26.69333333,0.033333333,0.0001,14.78333333
10,July,2016,4.08,13.2,94.98,714,0.188,2.487,0.123,1573700,36.02258065,22.88387097,30.09677419,0.058064516,0.0001,13.67741935
10,August,2016,3.91,8.67,79.12,707,0.208,2.201,0.108,1630887,34.47419355,20.69032258,28.45483871,0.009677419,0.0001,11.90322581
10,September,2016,3.93,13.29,91.38,722,0.216,2.585,0.127,1687551,31.06666667,17.22333333,24.53,0.07,0.0001,11.49666667
10,October,2016,3.88,11.34,82.73,726,0.172,2.498,0.123,1742951,23.17096774,10.39032258,17.08064516,0.132258065,0.0001,9.825806452
